SITZUNGSDAUERLAUF -- samsung SM-A156B
Android 16 (API 36)

300 vollständige Diktate hintereinander, im selben Prozess.
Ohne Neustart, ohne Hintergrund, ohne erzwungenes Aufräumen.
Seitengröße für RSS: 4 KB (fest angenommen).

KONTROLLSITZUNG
  Text erkannt: ja, Fehler keiner, Zeiger 172
  in Ordnung

VERLAUF -- jede Sitzung
  Nr   Zeig   Fäden  Java KB  nativ    RSS KB   Start   Dauer   Aufräum Text
  155  185    19     9669     23162    129144   30      3145    1       ja
  156  185    19     9869     23162    129380   28      3148    2       ja
  157  185    19     10005    23169    129376   30      3152    2       ja
  158  185    19     10189    23170    129604   24      3155    1       ja
  159  185    19     10390    23176    129600   30      3153    2       ja
  160  185    19     10622    23231    129592   58      3153    1       ja
  161  185    19     10806    23233    129824   29      3160    2       ja
  162  185    19     5007     22900    126208   34      3150    2       ja
  163  185    19     5175     22900    126436   31      3157    2       ja
  164  185    19     5375     22905    126608   25      3152    0       ja
  165  185    19     5543     22908    126844   30      3154    2       ja
  166  185    19     5727     22908    126840   29      3158    1       ja
  167  185    19     5895     22912    127072   28      3156    2       ja
  168  185    19     6063     22917    127068   26      3163    0       ja
  169  185    19     6247     22921    127300   29      3163    1       ja
  170  185    19     6512     22977    127504   51      3153    2       ja
  171  185    19     6648     22977    127500   30      3153    1       ja
  172  185    20     6928     23072    127740   30      3149    2       ja
  173  185    20     7128     23069    127736   28      3161    1       ja
  174  185    20     7264     23073    127972   30      3164    1       ja
  175  185    20     7480     23078    127968   26      3154    1       ja
  176  185    20     7648     23082    128424   27      3148    1       ja
  177  185    20     7816     23083    128420   28      3160    1       ja
  178  185    20     8000     23085    128416   29      3158    1       ja
  179  185    20     8168     23088    128648   28      3159    0       ja
  180  185    20     8401     23161    128684   53      3169    2       ja
  181  185    20     8617     23340    129008   28      3152    1       ja
  182  185    20     8785     23347    129004   25      3155    1       ja
  183  185    20     8921     23346    129236   29      3152    2       ja
  184  185    20     9137     23348    129232   27      3149    2       ja
  185  185    20     9305     23349    129476   28      3152    2       ja
  186  185    20     9441     23354    129472   28      3157    1       ja
  187  185    20     9657     23360    129468   30      3147    2       ja
  188  185    20     9825     23363    129700   30      3159    1       ja
  189  185    20     9961     23361    129696   31      3155    1       ja
  190  185    20     10177    23480    129932   52      3161    1       ja
  191  185    20     10378    23482    130184   30      3151    0       ja
  192  185    20     10514    23493    130416   23      3156    1       ja
  193  185    20     10730    23441    130524   31      3151    2       ja
  194  185    20     5095     23107    126808   29      3144    2       ja
  195  185    20     5263     23111    126804   32      3155    1       ja
  196  185    20     5463     23116    127036   28      3153    1       ja
  197  185    20     5599     23116    127032   29      3150    1       ja
  198  185    20     5783     23118    127028   29      3159    2       ja
  199  185    20     5983     23123    127260   32      3156    1       ja
  200  185    20     6215     23150    127260   47      3151    1       ja
  201  185    20     6399     23156    127496   32      3151    2       ja
  202  185    20     6568     23161    127492   30      3155    1       ja
  203  185    20     6768     23156    127936   31      3145    1       ja
  204  185    20     6952     23157    127932   28      3158    1       ja
  205  185    20     7152     23158    127928   25      3154    2       ja
  206  185    20     7288     23163    123060   24      3119    0       ja
  207  185    20     7472     23163    118804   28      3138    1       ja
  208  185    20     7672     23167    118872   14      3139    2       ja
  209  185    20     7808     23085    118912   30      3150    2       ja
  210  185    20     8088     23234    119236   54      3158    2       ja
  211  185    20     8256     23233    119232   29      3148    2       ja
  212  185    20     8425     23239    119464   29      3159    1       ja
  213  185    20     8609     23240    119460   29      3162    1       ja
  214  185    20     8777     23244    119456   30      3131    1       ja
